date,open,high,low,close,volume,ma50,ma200
2025-12-23 11:00:00,5.59,5.59,5.57,5.58,1108800,5.5653999999999995,5.560549999999999
2025-12-23 11:15:00,5.58,5.58,5.57,5.58,483900,5.566599999999999,5.56
2025-12-23 11:30:00,5.57,5.58,5.57,5.57,630600,5.567800000000001,5.5594
2025-12-23 13:15:00,5.58,5.58,5.57,5.58,713200,5.5687999999999995,5.55865
2025-12-23 13:30:00,5.58,5.58,5.57,5.58,825400,5.57,5.558050000000001
2025-12-23 13:45:00,5.58,5.58,5.56,5.57,2241800,5.5706,5.5576
2025-12-23 14:00:00,5.57,5.58,5.56,5.57,1137300,5.5712,5.55725
2025-12-23 14:15:00,5.56,5.57,5.56,5.56,759400,5.5712,5.55685
2025-12-23 14:30:00,5.57,5.57,5.56,5.56,1362700,5.5714,5.5565500000000005
2025-12-23 14:45:00,5.57,5.57,5.56,5.56,1457500,5.5716,5.5562000000000005
2025-12-23 15:00:00,5.57,5.58,5.56,5.57,2486500,5.5718,5.55595
2025-12-24 09:45:00,5.57,5.57,5.54,5.54,3833900,5.5712,5.555549999999999
2025-12-24 10:00:00,5.55,5.56,5.54,5.56,1989200,5.5708,5.555250000000001
2025-12-24 10:15:00,5.55,5.56,5.53,5.53,2721700,5.5702,5.5548
2025-12-24 10:30:00,5.53,5.54,5.53,5.54,921900,5.5698,5.5543000000000005
2025-12-24 10:45:00,5.53,5.54,5.52,5.53,1490800,5.5687999999999995,5.55375
2025-12-24 11:00:00,5.52,5.54,5.52,5.53,1874500,5.568200000000001,5.5532
2025-12-24 11:15:00,5.54,5.54,5.53,5.53,515700,5.5674,5.5526
2025-12-24 11:30:00,5.53,5.55,5.53,5.54,1780700,5.566999999999999,5.552099999999999
2025-12-24 13:15:00,5.54,5.55,5.53,5.54,884800,5.5662,5.5516499999999995
2025-12-24 13:30:00,5.54,5.55,5.53,5.54,640200,5.5653999999999995,5.55115
2025-12-24 13:45:00,5.55,5.56,5.54,5.55,1374300,5.5648,5.550750000000001
2025-12-24 14:00:00,5.54,5.56,5.54,5.55,750900,5.564,5.55035
2025-12-24 14:15:00,5.55,5.55,5.54,5.55,801000,5.563400000000001,5.54995
2025-12-24 14:30:00,5.55,5.55,5.54,5.54,712000,5.562800000000001,5.549499999999999
2025-12-24 14:45:00,5.55,5.55,5.54,5.55,996400,5.5624,5.549050000000001
2025-12-24 15:00:00,5.54,5.55,5.53,5.54,3548500,5.562,5.54865
2025-12-25 09:45:00,5.54,5.56,5.54,5.54,2655700,5.561400000000001,5.5482000000000005
2025-12-25 10:00:00,5.55,5.55,5.54,5.55,1054600,5.560999999999999,5.5478
2025-12-25 10:15:00,5.55,5.56,5.54,5.56,3604700,5.560999999999999,5.54745
2025-12-25 10:30:00,5.56,5.56,5.55,5.56,895100,5.5607999999999995,5.5471
2025-12-25 10:45:00,5.56,5.57,5.55,5.57,1704500,5.560999999999999,5.546800000000001
2025-12-25 11:00:00,5.56,5.57,5.55,5.56,849900,5.560599999999999,5.5465
2025-12-25 11:15:00,5.56,5.56,5.55,5.56,413000,5.5604,5.5462
2025-12-25 11:30:00,5.56,5.56,5.55,5.55,559200,5.56,5.5459000000000005
2025-12-25 13:15:00,5.56,5.56,5.55,5.56,1011400,5.5598,5.545750000000001
2025-12-25 13:30:00,5.55,5.56,5.55,5.55,593600,5.5594,5.545599999999999
2025-12-25 13:45:00,5.56,5.56,5.55,5.56,803000,5.559,5.5455
2025-12-25 14:00:00,5.56,5.56,5.55,5.56,658800,5.559,5.54535
2025-12-25 14:15:00,5.56,5.56,5.55,5.56,1289500,5.5588,5.545249999999999
2025-12-25 14:30:00,5.56,5.56,5.55,5.55,1337800,5.558400000000001,5.5451
2025-12-25 14:45:00,5.55,5.56,5.55,5.56,1364900,5.558399999999999,5.545
2025-12-25 15:00:00,5.55,5.56,5.54,5.55,2845200,5.558,5.5449
2025-12-26 09:45:00,5.55,5.55,5.53,5.54,3382000,5.5574,5.544699999999999
2025-12-26 10:00:00,5.55,5.55,5.54,5.54,1746500,5.556800000000001,5.54455
